celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,elimination_week,observed_elimination,active,judge_count,judge_total,judge_mean
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,8,2.0,False,False,3,0.0,0.0
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,8,1.0,False,False,3,0.0,0.0
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,9,,False,True,3,29.5,9.833333333333334
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,9,,False,True,3,29.5,9.833333333333334
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,9,,False,True,3,29.5,9.833333333333334
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,9,8.0,False,False,3,0.0,0.0
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,9,7.0,False,False,3,0.0,0.0
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,9,,False,False,3,0.0,0.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,9,5.0,False,False,3,0.0,0.0
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,9,4.0,False,False,3,0.0,0.0
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,9,3.0,False,False,3,0.0,0.0
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,9,2.0,False,False,3,0.0,0.0
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,9,1.0,False,False,3,0.0,0.0
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,10,,False,True,3,29.666600000000003,9.888866666666667
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,10,,False,True,3,29.666600000000003,9.888866666666667
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,10,,False,False,3,0.0,0.0
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,10,8.0,False,False,3,0.0,0.0
Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,10,7.0,False,False,3,0.0,0.0
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,10,,False,False,3,0.0,0.0
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,10,5.0,False,False,3,0.0,0.0
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,10,4.0,False,False,3,0.0,0.0
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,10,3.0,False,False,3,0.0,0.0
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,10,2.0,False,False,3,0.0,0.0
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,10,1.0,False,False,3,0.0,0.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,1,,False,True,3,21.0,7.0
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,1,,False,True,3,24.0,8.0
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,1,,False,True,3,23.0,7.666666666666667
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,1,9.0,False,True,3,21.0,7.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,1,8.0,False,True,3,13.0,4.333333333333333
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,1,7.0,False,True,3,17.0,5.666666666666667
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,1,6.0,False,True,3,18.0,6.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,1,5.0,False,True,3,16.0,5.333333333333333
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,1,4.0,False,True,3,15.0,5.0
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,1,3.0,False,True,3,19.0,6.333333333333333
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,1,2.0,False,True,3,19.0,6.333333333333333
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,2,,False,True,3,26.0,8.666666666666666
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,2,,False,True,3,24.0,8.0
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,2,,False,True,3,27.0,9.0
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,2,9.0,False,True,3,22.0,7.333333333333333
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,2,8.0,False,True,3,21.0,7.0
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,2,7.0,False,True,3,21.0,7.0
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,2,6.0,False,True,3,24.0,8.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,2,5.0,False,True,3,18.0,6.0
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,2,4.0,False,True,3,21.0,7.0
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,2,3.0,False,True,3,20.0,6.666666666666667
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,2,2.0,True,True,3,21.0,7.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,3,,False,True,3,23.0,7.666666666666667
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,3,,False,True,3,24.0,8.0
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,3,,False,True,3,21.0,7.0
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,3,9.0,False,True,3,24.0,8.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,3,8.0,False,True,3,21.0,7.0
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,3,7.0,False,True,3,20.0,6.666666666666667
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,3,6.0,False,True,3,24.0,8.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,3,5.0,False,True,3,16.0,5.333333333333333
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,3,4.0,False,True,3,24.0,8.0
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,3,3.0,True,True,3,21.0,7.0
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,3,2.0,False,False,3,0.0,0.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,4,,False,True,3,26.0,8.666666666666666
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,4,,False,True,3,28.0,9.333333333333334
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,4,,False,True,3,21.0,7.0
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,4,9.0,False,True,3,24.0,8.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,4,8.0,False,True,3,21.0,7.0
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,4,7.0,False,True,3,16.0,5.333333333333333
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,4,6.0,False,True,3,23.0,7.666666666666667
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,4,5.0,False,True,3,15.0,5.0
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,4,4.0,True,True,3,16.0,5.333333333333333
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,4,3.0,False,False,3,0.0,0.0
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,4,2.0,False,False,3,0.0,0.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,5,,False,True,3,30.0,10.0
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,5,,False,True,3,25.0,8.333333333333334
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,5,,False,True,3,28.0,9.333333333333334
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,5,9.0,False,True,3,24.0,8.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5,8.0,False,True,3,17.0,5.666666666666667
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,5,7.0,False,True,3,18.0,6.0
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,5,6.0,False,True,3,21.0,7.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,5,5.0,True,True,3,13.0,4.333333333333333
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,5,4.0,False,False,3,0.0,0.0
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,5,3.0,False,False,3,0.0,0.0
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,5,2.0,False,False,3,0.0,0.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,6,,False,True,3,28.0,9.333333333333334
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,6,,False,True,3,27.0,9.0
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,6,,False,True,3,28.0,9.333333333333334
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,6,9.0,False,True,3,24.0,8.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6,8.0,False,True,3,21.0,7.0
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,6,7.0,False,True,3,19.0,6.333333333333333
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,6,6.0,True,True,3,23.0,7.666666666666667
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,6,5.0,False,False,3,0.0,0.0
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,6,4.0,False,False,3,0.0,0.0
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,6,3.0,False,False,3,0.0,0.0
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,6,2.0,False,False,3,0.0,0.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,7,,False,True,3,27.0,9.0
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,7,,False,True,3,29.5,9.833333333333334
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,7,,False,True,3,29.5,9.833333333333334
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,7,9.0,False,True,3,27.0,9.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7,8.0,False,True,3,19.0,6.333333333333333
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,7,7.0,True,True,3,22.5,7.5
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,7,6.0,False,False,3,0.0,0.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,7,5.0,False,False,3,0.0,0.0
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,7,4.0,False,False,3,0.0,0.0
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,7,3.0,False,False,3,0.0,0.0
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,7,2.0,False,False,3,0.0,0.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,8,,False,True,3,29.0,9.666666666666666
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,8,,False,True,3,27.5,9.166666666666666
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,8,,False,True,3,26.5,8.833333333333334
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,8,9.0,False,True,3,23.5,7.833333333333333
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,8.0,True,True,3,19.0,6.333333333333333
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,8,7.0,False,False,3,0.0,0.0
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,8,6.0,False,False,3,0.0,0.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,8,5.0,False,False,3,0.0,0.0
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,8,4.0,False,False,3,0.0,0.0
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,8,3.0,False,False,3,0.0,0.0
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,8,2.0,False,False,3,0.0,0.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,9,,False,True,3,29.5,9.833333333333334
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,9,,False,True,3,30.0,10.0
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,9,,False,True,3,30.0,10.0
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,9,9.0,True,True,3,29.0,9.666666666666666
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,9,8.0,False,False,3,0.0,0.0
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,9,7.0,False,False,3,0.0,0.0
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,9,6.0,False,False,3,0.0,0.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,9,5.0,False,False,3,0.0,0.0
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,9,4.0,False,False,3,0.0,0.0
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,9,3.0,False,False,3,0.0,0.0
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,9,2.0,False,False,3,0.0,0.0
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,10,,False,True,3,29.3332,9.777733333333334
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,10,,False,True,3,28.6665,9.5555
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,10,,False,True,3,28.333200000000005,9.444400000000002
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,10,9.0,False,False,3,0.0,0.0
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,10,8.0,False,False,3,0.0,0.0
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,10,7.0,False,False,3,0.0,0.0
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,10,6.0,False,False,3,0.0,0.0
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,10,5.0,False,False,3,0.0,0.0
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,10,4.0,False,False,3,0.0,0.0
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,10,3.0,False,False,3,0.0,0.0
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,10,2.0,False,False,3,0.0,0.0
Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,1,,False,True,3,25.0,8.333333333333334
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,1,,False,True,3,24.0,8.0
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,1,,False,True,3,21.0,7.0
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,1,9.0,False,True,3,21.0,7.0
Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,1,8.0,False,True,3,21.0,7.0
Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,1,7.0,False,True,3,24.0,8.0
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,1,6.0,False,True,3,26.0,8.666666666666666
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,1,5.0,False,True,3,21.0,7.0
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,1,4.0,False,True,3,18.0,6.0
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,1,3.0,False,True,3,19.0,6.333333333333333
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,1,2.0,False,True,3,21.0,7.0
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,1,1.0,True,True,3,16.0,5.333333333333333
Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,2,,False,True,3,27.0,9.0
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,2,,False,True,3,23.0,7.666666666666667
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,2,,False,True,3,24.0,8.0
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,2,9.0,False,True,3,21.0,7.0
Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,2,8.0,False,True,3,21.0,7.0
Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,2,7.0,False,True,3,21.0,7.0
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,2,6.0,False,True,3,26.0,8.666666666666666
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,2,5.0,False,True,3,18.0,6.0
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,2,4.0,False,True,3,21.0,7.0
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,2,3.0,False,True,3,15.0,5.0
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,2,2.0,True,True,3,21.0,7.0
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,2,1.0,False,False,3,0.0,0.0
Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,3,,False,True,3,24.0,8.0
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,3,,False,True,3,27.0,9.0
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,3,,False,True,3,26.0,8.666666666666666
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,3,9.0,False,True,3,26.0,8.666666666666666
Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,3,8.0,False,True,3,23.0,7.666666666666667
Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,3,7.0,False,True,3,27.0,9.0
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,3,6.0,False,True,3,27.0,9.0
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,3,5.0,False,True,3,20.0,6.666666666666667
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,3,4.0,False,True,3,21.0,7.0
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,3,3.0,True,True,3,18.0,6.0
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,3,2.0,False,False,3,0.0,0.0
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,3,1.0,False,False,3,0.0,0.0
Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,4,,False,True,3,27.0,9.0
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,4,,False,True,3,26.0,8.666666666666666
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,4,,False,True,3,26.0,8.666666666666666
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,4,9.0,False,True,3,27.0,9.0
Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,4,8.0,False,True,3,27.0,9.0
Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,4,7.0,False,True,3,26.0,8.666666666666666
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,4,6.0,False,True,3,30.0,10.0
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,4,5.0,False,True,3,22.0,7.333333333333333
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,4,4.0,True,True,3,23.0,7.666666666666667
